Review,FACILITIES#CLEANLINESS,FACILITIES#COMFORT,FACILITIES#DESIGN&FEATURES,FACILITIES#GENERAL,FACILITIES#MISCELLANEOUS,FACILITIES#PRICES,FACILITIES#QUALITY,FOOD&DRINKS#MISCELLANEOUS,FOOD&DRINKS#PRICES,FOOD&DRINKS#QUALITY,FOOD&DRINKS#STYLE&OPTIONS,HOTEL#CLEANLINESS,HOTEL#COMFORT,HOTEL#DESIGN&FEATURES,HOTEL#GENERAL,HOTEL#MISCELLANEOUS,HOTEL#PRICES,HOTEL#QUALITY,LOCATION#GENERAL,ROOMS#CLEANLINESS,ROOMS#COMFORT,ROOMS#DESIGN&FEATURES,ROOMS#GENERAL,ROOMS#MISCELLANEOUS,ROOMS#PRICES,ROOMS#QUALITY,ROOM_AMENITIES#CLEANLINESS,ROOM_AMENITIES#COMFORT,ROOM_AMENITIES#DESIGN&FEATURES,ROOM_AMENITIES#GENERAL,ROOM_AMENITIES#MISCELLANEOUS,ROOM_AMENITIES#PRICES,ROOM_AMENITIES#QUALITY,SERVICE#GENERAL
Nhân viên khách sạn làm việc cũng khá ổn.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Vào mùa này thì khách sạn có muỗi.,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Về các mặt khác tốt như phòng ốc vệ sinh sạch sẽ, trang thiết bị, cơ sở vật chất khách sạn cung cấp đầy đủ, đội ngũ nhân viên khách sạn họ phục vụ khách hàng tốt, vui vẻ, nhiệt tình.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Với giá cả như thế thì tương xứng với chất lượng dịch vụ.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Tôi hài lòng khi đặt phòng tại khách sạn này.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cần Giờ Resort có vị thế toạ lạc tốt, gần bãi biển nên khá tiện lợi đi dạo mát, tắm biển.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ngoại trừ bữa sáng ít món thì những dịch vụ khác tôi hài lòng.,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nhìn chung thì khách sạn này có chất lượng dịch vụ cũng được với chi phí như vậy cũng tương xứng.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Trang thiết bị, tiện nghi được cơ bản được khách sạn cung cấp tương đối đầy đủ.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Phòng ở được giữ gìn vệ sinh sạch sẽ.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nhìn chung mọi thức ở đây từ phòng ốc sạch sẽ, tiện nghi phân bổ đầy đủ để khách sử dụng thoải mái, thái độ phục vụ tốt thì chỉ có thức ăn sáng là chưa được ấn tượng và phong phú cho lắm.",0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Nội thất, tiện nghi cơ bản khách sạn cung cấp đầy đủ.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Phòng khá sạch sẽ, đầy đủ tiện nghi, nhưng cơ vật chất, tiện nghi khá cũ kĩ, xuống cấp.",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Nhân viên thì cũng bình thường, làm việc cũng lịch sự, nhưng chưa thân thiện.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Giá như vậy thì tôi thấy hơi cao.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trong chuyến đi vừa rồi tôi có chọn nơi này để nghỉ ngơi với chi phí đã bỏ ra thì tương xứng với dịch vụ mà khách sạn cung cấp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Phòng ở vệ sinh sạch sẽ, trang thiết bị, tiện nghi trong phòng bố trí tương đối đầy đủ.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Tôi chỉ có góp ý nhỏ cho Cần Giờ Resort này là nhân viên khi dẫn khách vô phòng thì cứ đi vậy rồi mở cửa giúp khách chứ không hề phụ xách hành lý giúp khách.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Tôi thấy dịch vụ ở đây có quang cảnh mát mẻ nhưng hồ bơi bị đục và dơ nhìn có vẻ hoang tàn và không được bảo dưỡng.,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thức ăn buffet và khá hợp khẩu vị người việt nên khá ngon.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Căn phòng mà resort bố trí tôi ở cũng sạch sẽ, không gian rộng rãi.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Không gian chung khá mát mẻ, diện tích khuôn viên rộng rãi.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tuy nhiên, tôi nghĩ resort nên chú trọng thêm vấn đề vệ sinh hồ bơi thì sẽ ok hơn.",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phòng ở được, vệ sinh chung sạch sẽ, không gian thoáng mát, rộng rãi, yên tĩnh.",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Các dịch vụ kèm theo có đầy đủ.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Nhân viên thì thân thiện, nhiệt tình, dịch vụ tương xứng với giá cả, nghỉ ngơi khá hài lòng và không có gì phàn nàn, đó là những đánh giá của tôi về dịch vụ ở Cần Giờ Resort.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Đến Cần Giờ chơi nhiều do đó tôi biết là mùa này biển tại đây tắm không được nên đã cố tình chọn một resort có hồ bơi để nghỉ lại thế mà đến Cần Giờ resort tôi rất thất vọng.,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Không biết có phải vì mùa này là mùa mưa chẳng có khách nhiều nên resort bỏ bê như vậy.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Cảnh quan đẹp, không gian sạch sẽ, khuôn viên rộng rãi.",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nhân viên resort thân thiện và không kém phần lịch sự trong cách giao tiếp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Nếu resort tổ chức buffet sáng thì sẽ hay biết mấy.,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Resort có thể cải thiện được điểm này nữa, thì chất lượng dịch vụ nâng cao lên rất nhiều.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"Thế nhưng, chất lượng phòng thì tệ, cũ kỹ, mới lạnh đã xuống cấp rồi.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0
"Về dịch vụ chung cũng tốt, đạt tiêu chuẩn và tương xứng với giá cả, Phòng ốc sạch sẽ, gọn gàng, nhân viên thì vui vẻ, nhiệt tình, ăn sáng cũng được, mọi thứ đều ổn, tôi hài lòng khi sử dụng dịch vụ ở đây, cảm ơn mytour đã hỗ trợ tôi đặt phòng với giá tốt.",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Tôi thấy bao nhiêu năm không những không cải thiện mà càng ngày càng tệ hơn trước.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dịch vụ phòng ốc khách sạn ở Cần Giờ Resort có vị trí tốt, phòng ốc đầy đủ tiện nghi, tuy nhiên nhìn phòng chưa sạch sẽ cho lắm và thái độ chưa nhiệt tình chu đáo.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
Thật ra thì căn phòng tôi ở gặp chút rắc rối nhưng tổng quan cũng không đến nỗi nào.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Căn phòng ok, đồ ăn phục vụ cũng ngon, thái độ nhân viên vui vẻ tuy nhiên các bạn làm thủ tục nhận phòng, trả phòng cho khách chậm trễ, mất hơi nhiều thời gian.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"Vừa qua, tôi có nghỉ tại Cần Giờ Resort, tôi thấy dịch vụ ở đây cơ bản cũng ổn, không có gì quá nổi bật nhưng cũng không có gì phàn nàn nhiều.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"Về vệ sinh phòng cũng sạch sẽ, đầy đủ tiện nghi.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Nhân viên cũng lịch sự, tuy nhiên, tôi có nhu cầu kê thêm giường phụ, resort thu thêm 600.0 00 nhưng không xếp giường cho khách mà chỉ đưa thêm mềT, gối.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"Tôi không hài lòng khi nghỉ tại Cần Giờ Resort, phòng tôi ở đây khác hoàn toàn so với tôi đặt qua mytour, có gọi nhân viên resort nhưng cũng không được hỗ trợ gì, phòng ở rất tệ, cũ kĩ, xuống cấp, vệ sinh cũng không được sạch sẽ, thái độ nhân viên tôi đánh giá là làm việc chưa tốt.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2
"Phòng không giống hình nên giá tôi bỏ ra như vậy là cũng chưa tương xứng, tôi chưa hài lòng khi nghỉ tại đây.",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phòng sạch sẽ, đầy đủ tiện nghi và thủ tục nhận phòng nhanh chóng đã làm Tôi cảm thấy rất hài lòng khi đã chọn dịch vụ Cần Giờ resort này cho chuyến đi du lịch vừa qua.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dịch vụ ở Cần Giờ resort này tốt.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Với mức giá hợp lý so với dịch vụ, nên thời điểm nghỉ ngơi lại Cần Giờ Resort này, tôi không có vấn đề gì phải phàn nàn cả.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mọi người đều thân thiện với du khách.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Tôi có ở Cần Giờ resort đêm thứ sáu 26/8, tôi thực sự không hài lòng về chất lượng ở đây:- Nội thất cũ, phòng tối om chỉ loe ngoe vài cái bóng đèn, tôi đến đây từ buổi chiều, vào đóng cửa phòng thì thực sự rất ngộp vì máy lạnh rất yếu, đèn không đủ ánh sáng.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0
"- Khuyến cái mọi người ở đây rất muỗi, tôi không dám mở cửa phòng ra vì sợ muỗi bay vào phòng.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Góp ý với resort là nên trang bị thêm cái mùng cho du khách.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"Do đó, trong khoảng thời gian nghỉ ngơi lại đây, tôi cảm thấy tương đối hài lòng.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cần Giờ resort ổn, môi trường ở đây thân thiện và thoáng mát nên nghỉ ngơi khá ok.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ngoài ra phòng ốc thì cũng bình thường, giống như hình ảnh quảng cáo thôi, nhân viên làm việc nhanh lẹ, món ăn ở đây được các đầu bếp chế biến ngon miệng.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Tóm lại tôi thấy hài lòng.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Theo cá nhân tôi đánh giá thì dịch vụ ở Cần Giờ Resort này tốt, phòng ốc ok, vệ sinh phòng sạch sẽ, gọn gàng.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Tôi chọn Cần Giờ resort là nơi nghỉ mát cuối tuần vì ở đây cách thành phố Sài Gòn không xa lắm, có thể lái xe xuống được và một lý do khác là resort nằm cạnh bờ biển.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sau khi trải nghiệm về thì tôi cũng tương đối hài lòng, chất lượng dịch vụ phù hợp với mức giá đã trả, bình thường không có gì xảy ra.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Nhân viên làm việc cũng tích cực, nói chuyện với khách hàng nhỏ nhẹ.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Phòng ốc đạt tiêu chuẩn, vệ sinh sạch sẽ, gọn gàng, mọi thứ ổn, tôi hài lòng khi nghỉ tại đây, giá như vậy tôi thấy là hợp lý.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Lần đầu khá ưng ý về phòng có hành lang và buffe sáng nên quay lại lần 2 thì hơi thất vọng.,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vì được xếp phòng nhỏ và không có hành lang phải đổi phòng 2 lần mất hơn 30 phút mới được sắp lại phòng giống như lần đầu.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Gần chợ nên tiện đi mua hải sản và ra ngó biển:D.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tạm chấp nhận so với giá cả và mặt bằng chung của khu vực.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bãi biển không tắm được.,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cần Giờ resort là ok, nhân viên phục vụ vui vẻ, giá tiền mềm và vị trí lại đối diện biển nữa nên đi chơi rất thoải mái.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Tuy nhiên tôi chỉ đánh giá được điểm 6 thôi vì điều kiện vật chất ở đây đã có vẻ cũ, hoạt động lâu đời lắm rồi.",0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nếu có thể nâng cấp được thì sẽ tốt hơn.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phục vụ nhiêt tình chu đáo cảm thấy hài lòng về dịch vụ này.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Tôi vừa có chuyến du lịch nghỉ dưỡng đến Cần Giờ Resort vừa qua.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tôi cảm thấy rất hài lòng khi đặt phòng tại Cần Giờ Resort trong chuyến du lịch vừa rồi.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Với tiện nghi đầy đủ và chăn grap thơm tho sạch sẽ, phục vụ ân cần chu đáo đã tạo được sự thoải mái cho chúng Tôi khi có chuyển thăm khu Cần Giờ.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
khách sạn mát mẽ.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Về phòng ốc, đồ đạc cơ bản cung cấp đầy đủ, điều kiện vệ sinh tươm tất.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Đội ngũ nhân viên phục vụ thân thiện, vui vẻ.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Không gian sạch sẽ, diện tích rộng rãi.",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mọi người đều thể hiện sự nhiệt tình cũng như sự vui vẻ với khách hàng.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cần Giờ Resort theo cảm nhận của tôi là tốt.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cần Giờ resort về cơ bản là ok, phòng ốc quét dọn sạch, đồ đạc cần thiết đầy đủ, nhân viên phục vụ cũng tận tình, thân thiện với khách hàng.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Nhân viên cũng lịch sự, làm việc tốt, dịch vụ không có gì phàn nàn, tôi đánh giá resort được 8 điểm.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Resort tốt nhất tại khu vực Cần Giờ.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phòng thoáng mát nhìn ra sân vườn.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Tôi cảm thấy khá hài lòng khi vừa qua tôi đã chọn dịch vụ ở Cần Giờ resort.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ngoài ra những thứ khách và dịch vụ khá ổn không có điều gì để phàn nàn thêm.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Nếu không có vấn đề về ghế thì Tôi sẽ ấn tượng hơn về dịch vụ này.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"Cần Giờ resort toạ lạc ngay bờ biển nên chúng tôi đi chơi rất thoải mái, không quan tâm nhiều đến giờ giấc lúc nào cũng có thể ngắm nhìn vẻ đẹp ở nơi này.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xét về tổng thể thì resort được điểm 7.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Đánh giá của tôi về khách sạn Cần Giờ Resort là tốt.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phòng ốc được trang bị đầy đủ tiện nghi, vệ sinh sạch sẽ, nhân viên cũng nhanh nhẹn và các bạn làm việc rất chính xác, vị trí cũng khá là gần biển.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Tôi cảm thấy hài lòng khi vừa qua tôi đã chọn dịch vụ ở Cần Giờ Resort.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tôi thấy mọi thứ ở đây đều tốt từ phòng ốc, vệ sinh, đến thái độ phục vụ của nhân viên resort không điểm nào khiến tôi phàn nàn cả.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Tôi có một số góp ý cho Cần Giờ Resort sau thời gian ngắn trải nghiệm dịch vụ ở nơi đây.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thứ nhất, wifi kém không sử dụng được, tv cũng không xem được.",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Phòng tôi ở như vậy là tôi thấy đạt tiêu chuẩn, vệ sinh phòng ốc sạch sẽ, đầy đủ tiện nghi.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Nhìn chung, các tiện ích đáp ứng được yêu cầu cơ bản của khách, không gian xung quanh rộng rãi, thoáng mát, tôi khá hài lòng khi nghỉ tại đây.",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Cần Giờ Resort bố trí cho tôi ở căn phòng phía ngoài rìa, xa với khu vực trung tâm của resort nên đi lại cũng hơi bất tiện, nhưng do hôm đó cuối tuần và resort hết phòng.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cần Giờ Resort là nơi mà tôi chọn khi chúng tôi có kỳ nghỉ cuối tuần vừa rồi.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thái độ phục vụ của nhân viên vui vẻ và nhiệt tình.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Đường đi khá thuận tiện,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trong khu vực lân cận thì Cần Giờ resort có vị trí tương đối đẹp, rất gần biển đi bộ chỉ mất khoảng 4 phút thôi.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phòng ốc được nhân viên dọn dẹp cẩn thận, các thiết bị cơ bản bố trí đầy đủ cho tôi sử dụng.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Phòng ốc ok, bài trí gọn gàng, vệ sinh sạch sẽ.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Đó là những đánh giá của tôi về dich vụ của Cần Giờ Resort, tôi khá hài lòng và thoải mái khi nghỉ tại đây, dịch vụ đáp ứng được yêu cầu của khách.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thứ nhất là muỗi nhiều, thứ 2 là bể bơi không vệ sinh kĩ lưỡng nên nhìn hơi bẩn, thứ 3 là không có vòi xịt rửa ngay bồn cầu nên khá bất tiện và cuối cùng là resort chẳng có chỗ cho khách rửa chân mỗi khi tắm biển về, cứ phải mang đất cát vô phòng.",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Tôi đặt 5 phòng cùng lúc nhưng họ lại không bố trí gần nhau nên khá bất tiện cho cả đoàn.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Còn về vấn đề tiện nghi, vệ sinh phòng ốc thì được.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Chứ còn về phòng ốc thì ok rồi, dọn phòng sạch sẽ, tiện nghi khá đầy đủ so với nhu cầu sử dụng.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
